date,nav
2020-08-17,1.4460860989277189
2020-08-18,1.448676833775338
2020-08-19,1.4118566013257672
2020-08-20,1.3991726134807032
2020-08-21,1.416391391879774
2020-08-24,1.4389225928313574
2020-08-25,1.440179500492201
2020-08-26,1.415645016000059
2020-08-27,1.4334225711951036
2020-08-28,1.4723097751445984
2020-08-31,1.4519477564266057
2020-09-01,1.4604916223970352
2020-09-02,1.4642363132664111
2020-09-03,1.4559095132833362
2020-09-04,1.4429684331770138
2020-09-07,1.38764859329411
2020-09-08,1.380045318645516
2020-09-09,1.3258145497900422
2020-09-10,1.3263382045175491
2020-09-11,1.3582098713793105
2020-09-14,1.3590972967212485
2020-09-15,1.3755272895328179
2020-09-16,1.358328179054086
2020-09-17,1.3518064040858686
2020-09-18,1.3734442843846102
2020-09-21,1.362347373360758
2020-09-22,1.3468093858705008
2020-09-23,1.3738661820321059
2020-09-24,1.3453980076746292
2020-09-25,1.3522487448995837
2020-09-28,1.3503189821246924
2020-09-29,1.3681304824816116
2020-09-30,1.3697851361529874
2020-10-09,1.4145526081276059
2020-10-12,1.460216697409421
2020-10-13,1.476908655834582
2020-10-14,1.464662615682616
2020-10-15,1.454958091210347
2020-10-16,1.446202039263782
2020-10-19,1.4244347348092856
2020-10-20,1.4462589779364246
2020-10-21,1.4304626881639744
2020-10-22,1.416604802757941
2020-10-23,1.3737440355006645
2020-10-26,1.3735847371800847
2020-10-27,1.3989055373615096
2020-10-28,1.422670725606001
2020-10-29,1.4344779075283218
2020-10-30,1.410982275159644
2020-11-02,1.4286038019846274
2020-11-03,1.445081567390896
2020-11-04,1.45505757926991
2020-11-05,1.480751244074714
2020-11-06,1.4683349854550534
2020-11-09,1.5068854924989996
2020-11-10,1.495231931921157
2020-11-11,1.460760022262334
2020-11-12,1.4710806230918627
2020-11-13,1.466239607148975
2020-11-16,1.4745536063020634
2020-11-17,1.4554480169122306
2020-11-18,1.4341335096938255
2020-11-19,1.4489431546354252
2020-11-20,1.4608814726399026
2020-11-23,1.474547473548412
2020-11-24,1.4632867435781218
2020-11-25,1.4300508820183473
2020-11-26,1.4245562575093866
2020-11-27,1.4381621023072149
2020-11-30,1.4370629650685949
2020-12-01,1.4703624810209337
2020-12-02,1.467079949716089
2020-12-03,1.4699095179592236
2020-12-04,1.4879784514795857
2020-12-07,1.490421465695874
2020-12-08,1.493981141757158
2020-12-09,1.471083822975023
2020-12-10,1.4830861773167305
2020-12-11,1.4692641880606265
2020-12-14,1.48821051727939
2020-12-15,1.5031151767541695
2020-12-16,1.504690858209589
2020-12-17,1.5163699803240476
2020-12-18,1.52585316329723
2020-12-21,1.5679114012426922
2020-12-22,1.541809284700035
2020-12-23,1.567596041298904
2020-12-24,1.5687667593543326
2020-12-25,1.5905022461173144
2020-12-28,1.6001503875811958
2020-12-29,1.5754685056579465
2020-12-30,1.6050287340065132
2020-12-31,1.6405770510592201
2021-01-04,1.68822298001247
2021-01-05,1.7334388900248372
2021-01-06,1.7443346333666356
2021-01-07,1.789991520578984
2021-01-08,1.7801292917420217
2021-01-11,1.7592573041039217
2021-01-12,1.807611239580133
2021-01-13,1.8034954666115346
2021-01-14,1.7481471545064171
2021-01-15,1.7311239399010303
2021-01-18,1.7567676022735406
2021-01-19,1.7130759031062663
2021-01-20,1.7592987526687982
2021-01-21,1.802892489900125
2021-01-22,1.8363129895651313
2021-01-25,1.8602620026321866
2021-01-26,1.8122815051668604
2021-01-27,1.8078857334066103
2021-01-28,1.740368981959236
2021-01-29,1.734002811301213
2021-02-01,1.756046949165437
2021-02-02,1.8138154110447227
2021-02-03,1.7997638551416761
2021-02-04,1.787779332046889
2021-02-05,1.7841722843261691
2021-02-08,1.8217921898870975
2021-02-09,1.873598877010275
2021-02-10,1.923701665282341
2021-02-18,1.8848520504512858
2021-02-19,1.8558509607718192
2021-02-22,1.7778186023629472
2021-02-23,1.757933016929343
2021-02-24,1.689042896588194
2021-02-25,1.6803300568486057
2021-02-26,1.6386173573080014
2021-03-01,1.6744610015770447
2021-03-02,1.6528445763531399
2021-03-03,1.6633522125332765
2021-03-04,1.5830568611391773
2021-03-05,1.584655869840297
2021-03-08,1.485960647006327
2021-03-09,1.431258472492051
2021-03-10,1.4615631009366623
2021-03-11,1.5053555941409855
2021-03-12,1.5037669665890903
2021-03-15,1.4411194061064259
2021-03-16,1.4519669789730207
2021-03-17,1.4799438824504612
2021-03-18,1.5055353795579465
2021-03-19,1.4655588598289768
2021-03-22,1.4772124867969603
2021-03-23,1.458134570638516
2021-03-24,1.428548130757703
2021-03-25,1.4444813181995053
2021-03-26,1.496186332154031
2021-03-29,1.4972953238388051
2021-03-30,1.5220760735718823
2021-03-31,1.4961397854654175
2021-04-01,1.5292893918509662
2021-04-02,1.5568123557204416
2021-04-06,1.553890905381144
2021-04-07,1.5428037103995533
2021-04-08,1.5521746774745777
2021-04-09,1.5182225692560813
2021-04-12,1.465523517771036
2021-04-13,1.4715182066330472
2021-04-14,1.501960207019701
2021-04-15,1.4996321220882758
2021-04-16,1.501169786226892
2021-04-19,1.5586119978013948
2021-04-20,1.5655413684848214
2021-04-21,1.5757722363488451
2021-04-22,1.5799524197233774
2021-04-23,1.6025219143938405
2021-04-26,1.5967166938985813
2021-04-27,1.6081575111170487
2021-04-28,1.6318823706358612
2021-04-29,1.634726611658679
2021-04-30,1.626018650842364
2021-05-06,1.6114818070690065
2021-05-07,1.5893777954084396
2021-05-10,1.5923639899209814
2021-05-11,1.5832519222451886
2021-05-12,1.5935141492217662
2021-05-13,1.5659488612076802
2021-05-14,1.6027154246767794
2021-05-17,1.6516613964600408
2021-05-18,1.6550215937145214
2021-05-19,1.6576912589379844
2021-05-20,1.6539156347657127
2021-05-21,1.6437378647758951
2021-05-24,1.6516726345761141
2021-05-25,1.697623851982532
2021-05-26,1.6963389251516945
2021-05-27,1.7016269145746066
2021-05-28,1.6937022023675772
2021-05-31,1.7139061021473476
2021-06-01,1.7317072286169253
2021-06-02,1.709863538246055
2021-06-03,1.690812100832377
2021-06-04,1.7024250805118286
2021-06-07,1.7016009066974294
2021-06-08,1.6789759312529609
2021-06-09,1.691526314783378
2021-06-10,1.7154546133698059
2021-06-11,1.7107733861473702
2021-06-15,1.6915726658297745
2021-06-16,1.6403806738534876
2021-06-17,1.6509488275594033
2021-06-18,1.664576515693963
2021-06-21,1.671282560837962
2021-06-22,1.6891141337339506
2021-06-23,1.6986569127208722
2021-06-24,1.701800233459463
2021-06-25,1.74241095363953
2021-06-28,1.751696866211742
2021-06-29,1.7322647089011172
2021-06-30,1.7440054644046588
2021-07-01,1.7336087441060992
2021-07-02,1.6796879094788297
2021-07-05,1.7045428220042291
2021-07-06,1.6997527593408546
2021-07-07,1.7468446965345428
2021-07-08,1.7327355548060657
2021-07-09,1.7438418211993805
2021-07-12,1.7808897070407548
2021-07-13,1.7877400164459587
2021-07-14,1.7661604866164964
2021-07-15,1.803135716498863
2021-07-16,1.7814289629611433
2021-07-19,1.7863447697662467
2021-07-20,1.7879702280485092
2021-07-21,1.8376012621521136
2021-07-22,1.8384644363968452
2021-07-23,1.8077548276238755
2021-07-26,1.7443394374807792
2021-07-27,1.66427159966352
2021-07-28,1.6677171164771192
2021-07-29,1.7365721764749478
2021-07-30,1.7269323786480617
2021-08-02,1.7808204168752675
2021-08-03,1.7812228216136812
2021-08-04,1.8223559188962741
2021-08-05,1.810164108149783
2021-08-06,1.8008019756608151
2021-08-09,1.8134114783700168
2021-08-10,1.826187175995042
2021-08-11,1.8114279362957368
2021-08-12,1.8008823974240886
2021-08-13,1.7983376712153034
2021-08-16,1.7897679177357309
2021-08-17,1.745306411201715
2021-08-18,1.7520909827766127
2021-08-19,1.753086492818015
2021-08-20,1.7034573299916
2021-08-23,1.7506159906509828
2021-08-24,1.7774524700791592
2021-08-25,1.7904634001507254
2021-08-26,1.7491980813161636
2021-08-27,1.760075931747411
2021-08-30,1.7777868459671673
2021-08-31,1.7630015971665223
2021-09-01,1.7385328023072788
2021-09-02,1.7293203492350864
2021-09-03,1.692142637787441
2021-09-06,1.7434154999611773
2021-09-07,1.7681033393870988
2021-09-08,1.7512798462361459
2021-09-09,1.759988476349561
2021-09-10,1.776807818743333
2021-09-13,1.7686906075352646
2021-09-14,1.7658366582250984
2021-09-15,1.7511140065861908
2021-09-16,1.7151938869599777
2021-09-17,1.7362374326513101
2021-09-22,1.735798030452524
2021-09-23,1.7452651288390157
2021-09-24,1.742093177660327
2021-09-27,1.7328827885380214
2021-09-28,1.7253716171255398
2021-09-29,1.6881304863347126
2021-09-30,1.71753898317741
2021-10-08,1.7021557609813396
2021-10-11,1.6968051572280598
2021-10-12,1.6622620255741491
2021-10-13,1.6951346872471067
2021-10-14,1.7049001290315313
2021-10-15,1.7240337217239594
2021-10-18,1.7331442895605078
2021-10-19,1.7442762821110382
2021-10-20,1.7493502722766114
2021-10-21,1.7420910080622518
2021-10-22,1.7274525762651465
2021-10-25,1.7718602593219894
2021-10-26,1.7716568028563875
2021-10-27,1.7657634503215607
2021-10-28,1.7331903627037457
2021-10-29,1.7541144738603243
2021-11-01,1.7307422717130487
2021-11-02,1.716904532969068
2021-11-03,1.7101223432392143
2021-11-04,1.7265915203127238
2021-11-05,1.695285171278696
2021-11-08,1.7158277188199733
2021-11-09,1.725728009556822
2021-11-10,1.7144989865083862
2021-11-11,1.7264789733070183
2021-11-12,1.733366128534063
2021-11-15,1.7074424545892846
2021-11-16,1.700864283388859
2021-11-17,1.7243588952376667
2021-11-18,1.7188940002058377
2021-11-19,1.7311825063072352
2021-11-22,1.7576786180506496
2021-11-23,1.7502592207155774
2021-11-24,1.7426069484500037
2021-11-25,1.7365681405434203
2021-11-26,1.7380859779318885
2021-11-29,1.739615857241996
2021-11-30,1.7388917539418394
2021-12-01,1.7328525194435318
2021-12-02,1.736427141397511
2021-12-03,1.7559171969847454
2021-12-06,1.7419016264442426
2021-12-07,1.7408438944037605
2021-12-08,1.7724386363962534
2021-12-09,1.7923273999368612
2021-12-10,1.7894428715132935
2021-12-13,1.7902365093319756
2021-12-14,1.7772407006052091
2021-12-15,1.765453376273335
2021-12-16,1.7804248830720215
2021-12-17,1.746463507183993
2021-12-20,1.7026637797512465
2021-12-21,1.7147667885559699
2021-12-22,1.7175788232883165
2021-12-23,1.7338638179946426
2021-12-24,1.7050299979125136
2021-12-27,1.699191125323815
2021-12-28,1.7166442062094796
2021-12-29,1.700406043477963
2021-12-30,1.7180858930742535
2021-12-31,1.7309071656594934
2022-01-04,1.6927969839350296
2022-01-05,1.6372610698904124
2022-01-06,1.6326401449170227
2022-01-07,1.6091509902224337
2022-01-10,1.60846524550635
2022-01-11,1.5877941945843714
2022-01-12,1.628560353400938
2022-01-13,1.601870171860937
2022-01-14,1.6034305836065392
2022-01-17,1.6239656757686494
2022-01-18,1.639821674278077
2022-01-19,1.6074521335596659
2022-01-20,1.6023752885350444
2022-01-21,1.5855920919843682
2022-01-24,1.6145416417908094
2022-01-25,1.5739744295304894
2022-01-26,1.588027957546935
2022-01-27,1.5490091983148964
2022-01-28,1.5175496013366865
2022-02-07,1.5512662237980883
2022-02-08,1.5197854394969024
2022-02-09,1.5380430028782897
2022-02-10,1.517861585691845
2022-02-11,1.4906903134364031
2022-02-14,1.4809710002943561
2022-02-15,1.5284491527155082
2022-02-16,1.5313094984743736
2022-02-17,1.5542892747761847
2022-02-18,1.548389283448129
2022-02-21,1.546617781906987
2022-02-22,1.5418530082004132
2022-02-23,1.5843149634228353
2022-02-24,1.5681804501627747
2022-02-25,1.597499083886259
2022-02-28,1.6154184009892174
2022-03-01,1.6230993822910447
2022-03-02,1.6203452510611536
2022-03-03,1.6230047554208313
2022-03-04,1.6091325457008279
2022-03-07,1.5763344917462216
2022-03-08,1.5419032310642626
2022-03-09,1.5385877368258867
2022-03-10,1.566383345945784
2022-03-11,1.5595175643370733
2022-03-14,1.514349981165602
2022-03-15,1.438809573837455
2022-03-16,1.5026279617266085
2022-03-17,1.5154182609476146
2022-03-18,1.5303212548478822
2022-03-21,1.531182512639292
2022-03-22,1.5319525907602178
2022-03-23,1.5351350679586504
2022-03-24,1.5240691305975558
2022-03-25,1.4917459071555554
2022-03-28,1.4924823519368475
2022-03-29,1.4921745587232291
2022-03-30,1.5291890877011693
2022-03-31,1.5032098469302857
2022-04-01,1.5163727813412184
2022-04-06,1.495173576304012
2022-04-07,1.477424193191485
2022-04-08,1.482569187997446
2022-04-11,1.4218496099328544
2022-04-12,1.4484077834224667
2022-04-13,1.4351647747412979
2022-04-14,1.4505595831700855
2022-04-15,1.4446448471738418
2022-04-18,1.4566005851114934
2022-04-19,1.4520131849822777
2022-04-20,1.4113170536557953
2022-04-21,1.3639291994691094
2022-04-22,1.3617453559673212
2022-04-25,1.2814987670390667
2022-04-26,1.2649132749274832
2022-04-27,1.3316590207239478
2022-04-28,1.3559160887452353
2022-04-29,1.4004106252484314
2022-05-05,1.4092293682460573
2022-05-06,1.3734664385748785
2022-05-09,1.372766359663532
2022-05-10,1.3932058460159322
2022-05-11,1.429534461565719
2022-05-12,1.4207332530925565
2022-05-13,1.4375939994152802
2022-05-16,1.4273798723012403
2022-05-17,1.4560003703240223
2022-05-18,1.459370927871085
2022-05-19,1.4827034810936837
2022-05-20,1.5053891666545494
2022-05-23,1.5087167468226543
2022-05-24,1.4679320099184923
2022-05-25,1.4855815936323595
2022-05-26,1.4884357586771166
2022-05-27,1.4887659867144478
2022-05-30,1.4967330268934347
2022-05-31,1.5049458760898773
2022-06-01,1.500755511831048
2022-06-02,1.5065509180540426
2022-06-06,1.535345266119503
2022-06-07,1.5337347009935929
2022-06-08,1.5459970620778216
2022-06-09,1.5432174078016299
2022-06-10,1.5652258854495738
2022-06-13,1.5469378040897501
2022-06-14,1.557314610229759
2022-06-15,1.5605445405101461
2022-06-16,1.5550154884970562
2022-06-17,1.567797130924545
2022-06-20,1.5707178344758097
2022-06-21,1.5713897453185015
2022-06-22,1.5621419250960369
2022-06-23,1.5824452783154606
2022-06-24,1.5912495832153122
2022-06-27,1.6031335497167156
2022-06-28,1.6197817009700677
2022-06-29,1.6024384574044075
2022-06-30,1.6147371691709977
2022-07-01,1.6170913335692074
2022-07-04,1.642709119217591
2022-07-05,1.6542549449251478
2022-07-06,1.6278030402363615
2022-07-07,1.6464943612819745
2022-07-08,1.6335827484306504
2022-07-11,1.609656125726538
2022-07-12,1.6014530733455752
2022-07-13,1.6095832875890328
2022-07-14,1.6203338802217666
2022-07-15,1.5953160447859303
2022-07-18,1.6143700428577268
2022-07-19,1.6043792080459223
2022-07-20,1.6110950088237466
2022-07-21,1.5878559874565248
2022-07-22,1.5938840184154566
2022-07-25,1.5778700150285512
2022-07-26,1.603861026917176
2022-07-27,1.6054711738274434
2022-07-28,1.598566500077427
2022-07-29,1.5828371749161487
2022-08-01,1.588792833286944
2022-08-02,1.5534019197769577
2022-08-03,1.5389591584102542
2022-08-04,1.546114816324223
2022-08-05,1.558611147702883
2022-08-08,1.5671486410340658
2022-08-09,1.5839519583520982
2022-08-10,1.570859177842699
2022-08-11,1.5905676171499512
2022-08-12,1.5899961451556859
2022-08-15,1.612791632844542
2022-08-16,1.6210138908172864
2022-08-17,1.6307888988791288
2022-08-18,1.6247035909544525
2022-08-19,1.6186387072132238
2022-08-22,1.6399301551721412
2022-08-23,1.6497436579403237
2022-08-24,1.615025372137205
2022-08-25,1.6250762847034717
2022-08-26,1.6165023406052317
2022-08-29,1.6268769928419362
2022-08-30,1.6154025259231755
2022-08-31,1.585685470747067
2022-09-01,1.5758647437081434
2022-09-02,1.567826189496089
2022-09-05,1.5848213018262207
2022-09-06,1.6191633913643897
2022-09-07,1.6250000619386582
2022-09-08,1.6207760496428212
2022-09-09,1.628772777561441
2022-09-13,1.63215802930046
2022-09-14,1.6179620649097992
2022-09-15,1.5832516296149324
2022-09-16,1.547814754591103
2022-09-19,1.5525741036786482
2022-09-20,1.562857616455394
2022-09-21,1.5577617406945938
2022-09-22,1.5518724849405503
2022-09-23,1.5388310507999066
2022-09-26,1.5356769374927535
2022-09-27,1.5503377414565496
2022-09-28,1.52128636783158
2022-09-29,1.5262202364943425
2022-09-30,1.5127722792116445
2022-10-10,1.4947364888582735
2022-10-11,1.4972938342222009
2022-10-12,1.5185194079508086
2022-10-13,1.5056129289878575
2022-10-14,1.5293250982072861
2022-10-17,1.5213442994490227
2022-10-18,1.5192823180719788
2022-10-19,1.4987565464142334
2022-10-20,1.4859369962190045
2022-10-21,1.4882225384103354
2022-10-24,1.4496358171673585
2022-10-25,1.4571084526564637
2022-10-26,1.4597571752016552
2022-10-27,1.445748953710754
2022-10-28,1.4175889659282415
2022-10-31,1.3848348369932018
2022-11-01,1.4156906823280828
2022-11-02,1.4323490884639793
2022-11-03,1.42403785506762
2022-11-04,1.4678497699222277
2022-11-07,1.4669233843727791
2022-11-08,1.459955021450163
2022-11-09,1.4501317501293989
2022-11-10,1.4447878150936633
2022-11-11,1.473410626661362
2022-11-14,1.4597563059435141
2022-11-15,1.4713784049740044
2022-11-16,1.4601179780891753
2022-11-17,1.4523396719670423
2022-11-18,1.445346572855964
2022-11-21,1.4408894657813331
2022-11-22,1.4520097385602164
2022-11-23,1.4700332727717031
2022-11-24,1.4667273486097798
2022-11-25,1.4821855761980964
2022-11-28,1.476987472416539
2022-11-29,1.5039810766724282
2022-11-30,1.5080013057391657
2022-12-01,1.5006518124629127
2022-12-02,1.4925179368056083
2022-12-05,1.5298255425119007
2022-12-06,1.5254909309792652
2022-12-07,1.5177957184661097
2022-12-08,1.5153650064746997
2022-12-09,1.5105290900304023
2022-12-12,1.4998159259379495
2022-12-13,1.5001030699172828
2022-12-14,1.4990594684169216
2022-12-15,1.492045340783366
2022-12-16,1.497535162790165
2022-12-19,1.4654478089055871
2022-12-20,1.4530470585924793
2022-12-21,1.4505669670416292
2022-12-22,1.4403129789145852
2022-12-23,1.4368397113582432
2022-12-26,1.4507086176215724
2022-12-27,1.4672002703448856
2022-12-28,1.4671959799992227
2022-12-29,1.4589968434298046
2022-12-30,1.4684354341802097
2023-01-03,1.4787680281472466
2023-01-04,1.4789960141829213
2023-01-05,1.4865484641188265
2023-01-06,1.4822021154054703
2023-01-09,1.4840738852552104
2023-01-10,1.4787813081000318
